4/16/16,12:44,BillSchulhoff,"Wind 3.2 mph NNE. Barometer 30.20 in, Rising slowly. Temperature 49.3 ?F. Rain today 0.00 in. Humidity 32%",NY
4/16/16,12:44,danipolis,"Pausa pro caf? antes de embarcar no pr?ximo v?o. #trippolisontheroad #danipolisviaja 

Pause for? https://t.co/PhcJ4oYktP", TX
4/16/16,12:44,KJacobs27,Good. Morning. #morning #Saturday #diner #VT #breakfast #nucorpsofcadetsring #ring #college? https://t.co/dBZ7dbwX6f, VT
4/16/16,12:44,stncurtis,@gratefuldead recordstoredayus ______ @ TOMS MUSIC TRADE https://t.co/CURRmn6iJo, PA
4/16/16,12:44,wi_borzo,"Egg in a muffin!!! (@ Rocket Baby Bakery - @rocketbabybaker in Wauwatosa, WI) https://t.co/mwfhrcxtRp", WI
4/16/16,12:44,KirstinMerrell,@lyricwaters should've gave the neighbor  a buzz. Iv got ice cream and moms baked goodies __, NC
4/16/16,12:44,Jkosches86,"On the way to CT! (@ Mamaroneck, NY in Mamaroneck, NY) https://t.co/6rpe6MXDkB", NY
4/16/16,12:44,tmj_pa_retail,We're #hiring! Read about our latest #job opening here: Retail Sales Consultant [CWA MOB] Bryn Mawr PA - https://t.co/bBwxSPsL4f #Retail, PA
4/16/16,12:44,Vonfandango,Me... @ Montgomery Scrap Corporation https://t.co/kpt7zM4xbL, MD
4/16/16,12:44,tmj_bal_jobs,"BAYADA Home Health Care: Home Health Registered Nurse (#GlenBurnie, MD) https://t.co/m53vlvEyO0 #Job #Jobs #Hiring", MD
4/16/16,12:44,tmj_md_retail,"Shift Supervisor Trainee - CVS Health: (#OCEANCITY, MD) https://t.co/BqCqtHS9bO #Retail #Job #Jobs #Hiring #CareerArc", MD
4/16/16,12:44,gkalkat,#007 #jamesbond #blacktie #redcarpet #vip #gambling #youonlylivetwice #diamondsareforever? https://t.co/ZXRyEC9Dlg, CA
4/16/16,12:44,GodsNaturalDiva,"Although I am not endorsing a candidate, I thought this was? https://t.co/72ctPqptOA", MD
4/16/16,12:44,sarahkehoe,"I think spring finally has arrived! (@ Milwaukee Lakefront in Milwaukee, WI) https://t.co/usjyJETrQV", WI
4/16/16,12:44,tmj_bos_health,"Want to work in #Burlington, MA? View our latest opening: https://t.co/qwwWQt0DMj #Healthcare #Job #Jobs #Hiring #CareerArc", MA
4/16/16,12:44,JohnHancockJobs,"Want to work in #Charlotte, NC? View our latest opening: https://t.co/nkrJjulisQ #BusinessMgmt #insurance #Job #Jobs #Hiring", NC
4/16/16,12:44,vaidyeah33,you'll love this @34jaIIen https://t.co/fL7YNLOAsk, NJ
4/16/16,12:44,tmj_dtw_eng,"#Engineering #Job alert: Prod Engr - Software | ZF TRW | #Livonia, MI https://t.co/c86RXWivrk #Veterans #Jobs #Hiring", MI
4/16/16,12:44,tmj_atl_it,"Can you recommend anyone for this #job? Clinical Applications Coordinator - Ancillary - https://t.co/MKe3sLrMFt #Atlanta, GA #IT #Hiring", GA
4/16/16,12:44,N_Master101,"I'm at @InNOutBurger in Long Beach, CA https://t.co/uqmEomzVKZ", CA
4/16/16,12:44,VickyGFitness,Don?t think about what can happen in a month. Don?t think about what can happen in a year. Just? https://t.co/2JFQNg7Kq6, GA
4/16/16,12:44,andrerivera801,Vacation here I come !! @ Official JetBlue Terminal - LaGuardia? https://t.co/IashwLv0ao, NY
4/16/16,12:44,tmj_VAF_HRTA,"Can you recommend anyone for this #Hospitality #job? https://t.co/opAs4JitFl #restaurantjobs #Fairfax, VA #Hiring #CareerArc", VA
4/16/16,12:44,tmj_nc_retail,"We're #hiring! Click to apply: Manager Trainee-Retail Sales - https://t.co/pvhrRytQ9L #Retail #WinstonSalem, NC #Job #Jobs #CareerArc", NC
4/16/16,12:44,tmj_ga_manuf,"See our latest #Savannah, GA #job and click to apply: Structural Mechanic II - https://t.co/t4cYAS9Ceb #Manufacturing #Hiring", GA
4/16/16,12:44,tmj_NJ_sales,"Want to work at Macy's Beauty? We're #hiring in #Vorhees, NJ! Click for details: https://t.co/976Ux7tqsS #Sales #Job #Jobs #CareerArc", NJ
4/16/16,12:44,FavoriteJobs,Can you recommend anyone for this #job? Registered Nurse | RN | MS (Contract) - https://t.co/qUivCRlU5c #RN #Nursing https://t.co/dF6zpB6uYr, KS
4/16/16,12:44,SlimMcGinn,__ is __ @ Jupiter Donuts North Palm https://t.co/QO2cgVUIsC, FL
4/16/16,12:44,tmj_nj_usa_jobs,"in #TomsRiver, NJ: Hourly Home Care Nurses Needed (Registered Nurse RN / Licensed... at BAYADA Home Health Care https://t.co/ODNWErZ0sg", NJ
4/16/16,12:44,tmj_atl_cstsrv,"Want to work at Aerotek? We're #hiring in #Duluth, GA! Click for details: https://t.co/PShztQSvgX #CustomerService #Job #Jobs", GA
4/16/16,12:44,sugahNspyce_,"It is a beautiful Saturday morning!!! Get out &amp; enjoy______
#HappySaturday!!! @ Clearwater Beach? https://t.co/qMmkcauTjG", FL
4/16/16,12:44,DohertyJobs,"See our latest #WestStPaul, MN #job and click to apply: MACHINE OPERATOR - https://t.co/f4nllAKHtm #Manufacturing https://t.co/kk0MsO1fss", MN
4/16/16,12:44,DariusDuhGreat,Just posted a photo @ Memories Bar &amp; Grill https://t.co/Vl8xlzZYN1, IN
4/16/16,12:44,jkbarath,"Let's get this Saturday started! (@ Starbucks in Crown Point, IN) https://t.co/dQZA4tB2jC", IN
4/16/16,12:44,firnatine633,I just began a doing circuit training workout using #Endomondo. Peptalk me now @ https://t.co/Lsdhsl50V0, SC
4/16/16,12:44,foggypaws,Ran the B.A.A. 5k this morning with Chris Sanford and finished with the exact same time as last? https://t.co/m8ClCPqjiR, MA
4/16/16,12:44,SugaPiesMama,I'm  proud of myself! My feet not so much.. __ I'm going to have to? https://t.co/Qc2s2BHRny, TX
4/16/16,12:44,FTGiGSJobs,"Can you recommend anyone for this #IT #job? https://t.co/5LXR45vFwh #Cleveland, OH #Hiring https://t.co/JZu6ghfmVY", OH
4/16/16,12:44,tmj_md_hrta,"If you're a #Hospitality professional in 620 MARKETPLACE DRIVE, #BELAIR, MD, check out this #job: https://t.co/72KLimPrrd #Veterans #Hiring", MD
4/16/16,12:44,tmj_scm_health,"#Healthcare #Job alert: Physical Therapist (PT) /... | Accountable Healthcare Staffing | #MurrellsInlet, SC https://t.co/cnnBVRzVgv #Jobs", SC
4/16/16,12:44,tmj_njn_pharm,"Can you recommend anyone for this #job? Clinical Project Manager - https://t.co/U2jlHyTkV5 #FairLawn, NJ #Pharmaceutical #Hiring", NJ
4/16/16,12:44,tmj_atl_eng,"AT&amp;T #Engineering #Job: Senior eCommerce Reporting Analyst (#Atlanta, GA) https://t.co/N7JYUa6Kxg #Jobs #Hiring #CareerArc", GA
4/16/16,12:44,jasoid,South African send off! #sarahbolen #SarahPreAfrica #BolenInTheBush #FutureQueenofNamibia? https://t.co/U2t7NNhvam, NY
4/16/16,12:44,tmj_atl_cosmo,"Hair Stylist - Great Clips: (#Buford, GA) https://t.co/dRvUJifQWZ #Cosmetology #Job #Jobs #Hiring #CareerArc", GA
4/16/16,12:44,tmj_mia_retail,"Customer Service Associate I - Lowe's Stores: (#Hialeah, FL) https://t.co/WRPW3xZ3df #Retail #Job #Jobs #Hiring", FL
4/16/16,12:44,511NY,Cleared: Closure on #US1 SB at South of Olden Ave, NJ
4/16/16,12:44,biggtwon,"7:45 appointment (@ The Art of Fadez in Villa Park, IL) https://t.co/wpZl3DCh7N https://t.co/aVCF3zHDOs", IL
4/16/16,12:44,511NY,Cleared: Incident on #I87NYSThruway NB at Exit 21 (I-87) - Catskill (Rte 23), NY
4/16/16,12:44,BerthaBalseca,"Mis campeones!! #doralparks , #nikerunning , #running , #5kdoral ,? https://t.co/2caB5qTpxz", FL
4/16/16,12:44,DaytonFrtJobs,"Interested in a #Transportation #job near #CedarRapids, IA? This could be a great fit: https://t.co/ms2NPVV4ZL https://t.co/4Fnn8GVwmg", IA
